'1375', 'Watashi no Ashinaga Ojisan', 1990, '7.71', 'Nippon Animation ', 'Novel', 'Shoujo', 'Comedy Romance Slice of Life Historical School Shoujo ', 'Horie Mitsuko Amano Yuri Satou Chie Tanaka Hideyuki Tsuru Hiromi Ootori Yoshino Kyouda Hisako Kobayashi Yuko Ogata Kenichi Shioya Yoku '
'1261', 'Kyattou Ninden Teyandee', 1990, '7.03', 'Tatsunoko Production ', 'Original', 'Shounen', 'Action Comedy Sci-Fi Anthropomorphic Mecha Super Power Shounen ', 'Yamaguchi Kappei Orikasa Ai Kosugi Juurouta Kawamura Maria Mizutani Yuuko Yamadera Kouichi Sawaki Ikuya Koorogi Satomi '
'951', 'Chibi Maruko-chan', 1990, '7.59', 'Nippon Animation ', 'Manga', 'Shoujo', 'Comedy Slice of Life Shoujo ', 'Tarako Watanabe Naoko Mizutani Yuuko Kikuchi Masami Tomiyama Kei Yamamoto Keiko Naka Tomoko Chafurin Orikasa Ai Kakegawa Hirohiko '
